id,tokens,tags
2611_aug0,"['This', 'PTC3', 'is', 'amplified', '10', '-', '20', '-', 'fold', 'in', 'four', 'SCLC', 'cell', 'line', 'DNAs', 'and', 'in', 'one', 'SCLC', 'tumour', 'specimen', 'taken', 'directly', 'from', 'a', 'patient', '.']","['O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4959_aug0,"['This', 'shows', 'that', 'the', 'characteristically', 'diffuse', 'banding', 'pattern', 'of', 'plant', 'nuclear', 'proteins', 'interacting', 'with', 'the', 'G', '-', 'box', 'is', 'also', 'observed', 'in', 'a', 'binding', 'assay', 'using', 'only', 'one', 'GATA', '-', '4', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O']"
4959_aug1,"['This', 'shows', 'that', 'the', 'characteristically', 'diffuse', 'banding', 'pattern', 'of', 'plant', 'nuclear', 'proteins', 'interacting', 'with', 'the', 'G', '-', 'box', 'is', 'also', 'observed', 'in', 'a', 'binding', 'assay', 'using', 'only', 'one', 'GATA', '-', 'binding', 'protein', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O']"
4959_aug2,"['This', 'shows', 'that', 'the', 'characteristically', 'diffuse', 'banding', 'pattern', 'of', 'plant', 'nuclear', 'proteins', 'interacting', 'with', 'the', 'G', '-', 'box', 'is', 'also', 'observed', 'in', 'a', 'binding', 'assay', 'using', 'only', 'one', 'E1A', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
4959_aug3,"['This', 'shows', 'that', 'the', 'characteristically', 'diffuse', 'banding', 'pattern', 'of', 'plant', 'nuclear', 'proteins', 'interacting', 'with', 'the', 'G', '-', 'box', 'is', 'also', 'observed', 'in', 'a', 'binding', 'assay', 'using', 'only', 'one', 'p53', 'promoter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O']"
4959_aug4,"['This', 'shows', 'that', 'the', 'characteristically', 'diffuse', 'banding', 'pattern', 'of', 'plant', 'nuclear', 'proteins', 'interacting', 'with', 'the', 'G', '-', 'box', 'is', 'also', 'observed', 'in', 'a', 'binding', 'assay', 'using', 'only', 'one', '12S', 'E1A', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O']"
10502_aug0,"['Studies', 'of', 'G', '-', 'protein', '-', 'linked', 'receptors', 'regulation', 'can', 'help', 'to', 'elucidate', 'the', 'mechanism', 'of', 'normal', 'and', 'abnormal', 'myeloid', 'differentiation', '.']","['O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10502_aug1,"['Studies', 'of', 'ICP10', 'regulation', 'can', 'help', 'to', 'elucidate', 'the', 'mechanism', 'of', 'normal', 'and', 'abnormal', 'myeloid', 'differentiation', '.']","['O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11648_aug0,"['results', 'suggested', 'a', 'critical', 'role', 'for', 'tyrosine', 'residue', '1229', 'in', 'the', 'regulation', 'of', 'ICP10', 'endocytosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
11648_aug1,"['results', 'suggested', 'a', 'critical', 'role', 'for', 'tyrosine', 'residue', '1229', 'in', 'the', 'regulation', 'of', 'ras', 'endocytosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
11648_aug2,"['results', 'suggested', 'a', 'critical', 'role', 'for', 'tyrosine', 'residue', '1229', 'in', 'the', 'regulation', 'of', 'p38', 'endocytosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
11648_aug3,"['results', 'suggested', 'a', 'critical', 'role', 'for', 'tyrosine', 'residue', '1229', 'in', 'the', 'regulation', 'of', 'Xlim', '-', '1', 'endocytosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O']"
11648_aug4,"['results', 'suggested', 'a', 'critical', 'role', 'for', 'tyrosine', 'residue', '1229', 'in', 'the', 'regulation', 'of', 'p56', 'endocytosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
6171_aug0,"['The', 'Gamma', 'glutamyl', 'transpeptidase', 'concentration', '(', '3', '.', '5', '-', '4', '.', '5', 'g', '/', 'dl', ')', 'represents', 'about', '60', '%', 'of', 'the', 'total', 'plasma', 'protein', '.']","['O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6171_aug1,"['The', 'protein', 'C', 'concentration', '(', '3', '.', '5', '-', '4', '.', '5', 'g', '/', 'dl', ')', 'represents', 'about', '60', '%', 'of', 'the', 'total', 'plasma', 'protein', '.']","['O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6171_aug2,"['The', 'factor', 'X', 'concentration', '(', '3', '.', '5', '-', '4', '.', '5', 'g', '/', 'dl', ')', 'represents', 'about', '60', '%', 'of', 'the', 'total', 'plasma', 'protein', '.']","['O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6171_aug3,"['The', 'factor', 'VII', 'concentration', '(', '3', '.', '5', '-', '4', '.', '5', 'g', '/', 'dl', ')', 'represents', 'about', '60', '%', 'of', 'the', 'total', 'plasma', 'protein', '.']","['O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6171_aug4,"['The', 'serum', 'lipoprotein', '(', 'a', ')', 'concentration', '(', '3', '.', '5', '-', '4', '.', '5', 'g', '/', 'dl', ')', 'represents', 'about', '60', '%', 'of', 'the', 'total', 'plasma', 'protein', '.']","['O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12220_aug0,"['results', 'indicate', 'presence', 'TATA', '-', 'unified', 'transcription', 'systems', 'contemporary', 'eukaryotes', 'provide', 'insight', 'into', 'the', 'residual', 'need', 'for', 'Pols', 'by', 'all', 'three', 'TBP', 'in', 'other', 'eukaryotes', 'despite', 'a', 'lack', 'TATA', 'elements', 'promoters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12220_aug1,"['results', 'indicate', 'presence', 'TATA', '-', 'unified', 'transcription', 'systems', 'contemporary', 'eukaryotes', 'provide', 'insight', 'into', 'the', 'residual', 'need', 'for', 'Xenopus', 'U7', 'gene', 'by', 'Xenopus', 'U7', 'gene', 'three', 'Pols', 'in', 'other', 'eukaryotes', 'despite', 'a', 'lack', 'TATA', 'elements', 'promoters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12220_aug2,"['results', 'indicate', 'presence', 'TATA', '-', 'unified', 'transcription', 'systems', 'contemporary', 'eukaryotes', 'provide', 'insight', 'into', 'the', 'residual', 'need', 'for', 'PSE', 'by', 'all', 'three', 'PSE', 'in', 'other', 'eukaryotes', 'despite', 'a', 'lack', 'TATA', 'elements', 'promoters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12220_aug3,"['results', 'indicate', 'presence', 'TATA', '-', 'unified', 'transcription', 'systems', 'contemporary', 'eukaryotes', 'provide', 'insight', 'into', 'the', 'residual', 'need', 'for', 'Abc2', 'by', 'all', 'three', 'Abc2', 'in', 'other', 'eukaryotes', 'despite', 'a', 'lack', 'TATA', 'elements', 'promoters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12220_aug4,"['results', 'indicate', 'presence', 'TATA', '-', 'unified', 'transcription', 'systems', 'contemporary', 'eukaryotes', 'provide', 'insight', 'into', 'the', 'residual', 'need', 'for', 'ATP', '-', 'dependent', 'nuclease', 'ATP', '-', 'dependent', 'nuclease', 'all', 'three', 'Pols', 'in', 'other', 'eukaryotes', 'despite', 'a', 'lack', 'TATA', 'elements', 'promoters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11315_aug0,"['Thus', ',', 'the', 'Vps', '-', 'Vps', 'class', 'C', 'directs', 'multiple', 'reactions', 'during', 'the', 'docking', 'and', 'fusion', 'of', 'vesicles', 'with', 'the', 'vacuole', ',', 'each', 'of', 'which', 'contributes', 'to', 'the', 'overall', 'specificity', 'and', 'efficiency', 'of', 'this', 'transport', 'process', '.']","['O', 'O', 'O', 'B-Disease', 'O', 'B-Disease', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11315_aug1,"['Thus', ',', 'the', 'Anu2p', '-', 'Vps', 'Anu2p', 'directs', 'multiple', 'reactions', 'during', 'the', 'docking', 'and', 'fusion', 'of', 'vesicles', 'with', 'the', 'vacuole', ',', 'each', 'of', 'which', 'contributes', 'to', 'the', 'overall', 'specificity', 'and', 'efficiency', 'of', 'this', 'transport', 'process', '.']","['O', 'O', 'O', 'B-Disease', 'O', 'B-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11315_aug2,"['Thus', ',', 'the', 'yeast', 'homologue', 'of', 'yeast', 'homologue', 'of', 'mammalian', 'epsilon', '-', 'COP', 'epsilon', '-', 'COP', '-', 'Vps', 'complex', 'directs', 'multiple', 'reactions', 'during', 'the', 'docking', 'and', 'fusion', 'of', 'vesicles', 'with', 'the', 'vacuole', ',', 'each', 'of', 'which', 'contributes', 'to', 'the', 'overall', 'specificity', 'and', 'efficiency', 'of', 'this', 'transport', 'process', '.']","['O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11315_aug3,"['Thus', ',', 'the', 'Cat8p', '-', 'Vps', 'Cat8p', 'directs', 'multiple', 'reactions', 'during', 'the', 'docking', 'and', 'fusion', 'of', 'vesicles', 'with', 'the', 'vacuole', ',', 'each', 'of', 'which', 'contributes', 'to', 'the', 'overall', 'specificity', 'and', 'efficiency', 'of', 'this', 'transport', 'process', '.']","['O', 'O', 'O', 'B-Disease', 'O', 'B-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11315_aug4,"['Thus', ',', 'the', 'Cat4p', '-', 'Vps', 'Cat4p', 'directs', 'multiple', 'reactions', 'during', 'the', 'docking', 'and', 'fusion', 'of', 'vesicles', 'with', 'the', 'vacuole', ',', 'each', 'of', 'which', 'contributes', 'to', 'the', 'overall', 'specificity', 'and', 'efficiency', 'of', 'this', 'transport', 'process', '.']","['O', 'O', 'O', 'B-Disease', 'O', 'B-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8177_aug0,"['PATIENTS', 'METHODS', ':', '807', 'consecutive', 'patients', 'Chilean', 'National', 'first', '90', 'min', ',', 'abrupt', 'CD23', 'rise', 'within']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
8177_aug1,"['PATIENTS', 'METHODS', ':', '807', 'consecutive', 'patients', 'Chilean', 'National', 'first', '90', 'min', ',', 'abrupt', 'ET', '-', '1', 'rise', 'within']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O']"
8177_aug2,"['PATIENTS', 'METHODS', ':', '807', 'consecutive', 'patients', 'Chilean', 'National', 'first', '90', 'min', ',', 'abrupt', 'platelet', '-', 'associated', 'IgG', 'rise', 'within']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O']"
8177_aug3,"['PATIENTS', 'METHODS', ':', '807', 'consecutive', 'patients', 'Chilean', 'National', 'first', '90', 'min', ',', 'abrupt', 'protein', 'C', 'rise', 'within']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O']"
8177_aug4,"['PATIENTS', 'METHODS', ':', '807', 'consecutive', 'patients', 'Chilean', 'National', 'first', '90', 'min', ',', 'abrupt', 'factor', 'X', 'rise', 'within']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O']"
1271_aug0,"['These', 'data', 'suggest', 'that', 'the', 'combined', 'treatment', 'with', 'a', 'thromboxane', 'receptor', 'inhibitor', 'and', 'a', 'thromboxane', 'synthetase', 'antagonist', 'provides', 'a', 'better', 'protection', 'against', 'digoxin', 'intoxication', 'than', 'with', 'either', 'agent', 'alone', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10575_aug0,"['There', 'was', 'a', '2', '.', '4', '-', 'fold', 'difference', 'in', 'PTB', 'produced', 'from', 'these', 'transcripts', 'in', 'HeLa', 'cells', ',', 'which', 'contain', 'a', 'greater', 'natural', 'abundance', 'of', 'CAT', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
10575_aug1,"['There', 'was', 'a', '2', '.', '4', '-', 'fold', 'difference', 'in', 'IgE', 'grande', 'produced', 'from', 'these', 'transcripts', 'in', 'HeLa', 'cells', ',', 'which', 'contain', 'a', 'greater', 'natural', 'abundance', 'IgE', 'grande', 'PTB', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'O']"
10575_aug2,"['There', 'was', 'a', '2', '.', '4', '-', 'fold', 'difference', 'in', 'E1A', 'produced', 'from', 'these', 'transcripts', 'in', 'HeLa', 'cells', ',', 'which', 'contain', 'a', 'greater', 'natural', 'abundance', 'of', 'E1A', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
10575_aug3,"['There', 'was', 'a', '2', '.', '4', '-', 'fold', 'difference', 'in', 'p53', 'promoter', 'produced', 'from', 'these', 'transcripts', 'in', 'HeLa', 'cells', ',', 'which', 'contain', 'a', 'greater', 'natural', 'abundance', 'p53', 'promoter', 'PTB', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'O']"
10575_aug4,"['There', 'was', 'a', '2', '.', '4', '-', 'fold', 'difference', 'in', '12S', 'E1A', 'produced', 'from', 'these', 'transcripts', 'in', 'HeLa', 'cells', ',', 'which', 'contain', 'a', 'greater', 'natural', 'abundance', '12S', 'E1A', 'PTB', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'O']"
4661_aug0,"['In', 'this', 'report', 'we', 'describe', 'the', 'isolation', 'of', 'a', 'Fab', 'A8', '(', 'Fab', 'fragment', ')', 'showing', 'a', 'high', 'relative', 'affinity', 'for', 'the', 'receptor', '(', '0', '.', '5', 'nM', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10971_aug0,"['The', 'antioxidant', 'agent', 'pyrrolidine', 'dithiocarbamate', '(', 'PDTC', ')', 'has', 'been', 'shown', 'to', 'protect', 'endothelial', 'cells', '(', 'EC', ')', 'from', 'pro', '-', 'inflammatory', '-', 'induced', 'and', 'pro', '-', 'oxidant', '-', 'induced', 'RET', 'activation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
10971_aug1,"['The', 'antioxidant', 'agent', 'pyrrolidine', 'dithiocarbamate', '(', 'PDTC', ')', 'has', 'been', 'shown', 'to', 'protect', 'endothelial', 'cells', '(', 'EC', ')', 'from', 'pro', '-', 'inflammatory', '-', 'induced', 'and', 'pro', '-', 'oxidant', '-', 'induced', 'thromboxane', 'synthetase', 'activation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O']"
10971_aug2,"['The', 'antioxidant', 'agent', 'pyrrolidine', 'dithiocarbamate', '(', 'PDTC', ')', 'has', 'been', 'shown', 'to', 'protect', 'endothelial', 'cells', '(', 'EC', ')', 'from', 'pro', '-', 'inflammatory', '-', 'induced', 'and', 'pro', '-', 'oxidant', '-', 'induced', 'thromboxane', 'receptor', 'activation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O']"
