id,original_tokens,kept_tokens,removed
bc5cdr_4608,9,9,0
bc5cdr_2782,14,14,0
bc5cdr_3648,50,50,0
bc5cdr_2148,32,16,16
bc5cdr_4161,29,29,0
bc5cdr_3556,49,16,33
bc5cdr_4198,21,16,5
bc5cdr_5106,21,21,0
bc5cdr_1691,4,4,0
bc5cdr_481,95,64,31
bc5cdr_1018,17,16,1
bc5cdr_799,14,14,0
bc5cdr_1662,15,15,0
bc5cdr_3548,24,16,8
bc5cdr_1894,14,14,0
bc5cdr_3335,2,2,0
bc5cdr_4372,22,22,0
bc5cdr_195,19,19,0
bc5cdr_576,28,28,0
bc5cdr_2184,2,2,0
bc5cdr_4632,31,31,0
bc5cdr_4396,26,16,10
bc5cdr_4527,20,20,0
bc5cdr_3154,28,28,0
bc5cdr_1508,15,15,0
bc5cdr_4909,20,16,4
bc5cdr_2586,13,13,0
bc5cdr_3175,3,3,0
bc5cdr_2599,24,16,8
bc5cdr_2707,32,16,16
bc5cdr_2854,27,27,0
bc5cdr_3881,22,16,6
bc5cdr_3323,53,32,21
bc5cdr_626,25,16,9
bc5cdr_269,10,10,0
bc5cdr_4447,25,25,0
bc5cdr_4225,10,10,0
bc5cdr_2174,5,5,0
bc5cdr_1039,19,19,0
bc5cdr_3289,5,5,0
bc5cdr_3024,19,19,0
bc5cdr_1059,41,41,0
bc5cdr_2404,30,30,0
bc5cdr_4291,19,19,0
bc5cdr_117,16,16,0
bc5cdr_2581,50,32,18
bc5cdr_1109,22,22,0
bc5cdr_21,19,19,0
bc5cdr_3348,13,13,0
bc5cdr_3574,10,10,0
bc5cdr_3738,4,4,0
bc5cdr_3313,17,16,1
bc5cdr_4507,21,16,5
bc5cdr_4428,2,2,0
bc5cdr_3033,16,16,0
bc5cdr_2229,16,16,0
bc5cdr_4562,7,7,0
bc5cdr_217,13,13,0
bc5cdr_1725,5,5,0
bc5cdr_4034,5,5,0
bc5cdr_2848,8,8,0
bc5cdr_1303,12,12,0
bc5cdr_2425,6,6,0
bc5cdr_1533,46,46,0
bc5cdr_4897,11,11,0
bc5cdr_4887,20,20,0
bc5cdr_4255,11,11,0
bc5cdr_842,34,34,0
bc5cdr_4148,31,31,0
bc5cdr_440,13,13,0
bc5cdr_1336,16,16,0
bc5cdr_3470,20,20,0
bc5cdr_884,60,48,12
bc5cdr_4286,8,8,0
bc5cdr_2971,30,30,0
bc5cdr_4819,12,12,0
bc5cdr_2862,5,5,0
bc5cdr_1867,20,16,4
bc5cdr_4913,50,50,0
bc5cdr_4903,32,16,16
bc5cdr_2701,13,13,0
bc5cdr_4130,18,18,0
bc5cdr_2084,39,39,0
bc5cdr_4460,41,41,0
bc5cdr_2324,7,7,0
bc5cdr_4076,6,6,0
bc5cdr_1500,16,16,0
bc5cdr_15,12,12,0
bc5cdr_1848,40,32,8
bc5cdr_1056,21,21,0
bc5cdr_2897,15,15,0
bc5cdr_1986,15,15,0
bc5cdr_4891,41,41,0
bc5cdr_5020,16,16,0
bc5cdr_1652,47,47,0
bc5cdr_1631,17,17,0
bc5cdr_3114,33,33,0
bc5cdr_1600,8,8,0
bc5cdr_3271,15,15,0
bc5cdr_3615,43,32,11
bc5cdr_2998,8,8,0
bc5cdr_2275,11,11,0
bc5cdr_1935,25,16,9
bc5cdr_2816,33,33,0
bc5cdr_4475,35,16,19
bc5cdr_1338,44,16,28
bc5cdr_507,12,12,0
bc5cdr_4030,26,16,10
bc5cdr_3667,19,16,3
bc5cdr_1664,13,13,0
bc5cdr_2389,12,12,0
bc5cdr_285,23,23,0
bc5cdr_4784,17,17,0
bc5cdr_429,23,23,0
bc5cdr_121,72,72,0
bc5cdr_3856,11,11,0
bc5cdr_69,22,16,6
bc5cdr_1429,2,2,0
bc5cdr_3183,4,4,0
bc5cdr_4216,7,7,0
bc5cdr_2855,32,16,16
bc5cdr_4388,15,15,0
bc5cdr_1309,5,5,0
bc5cdr_3118,12,12,0
bc5cdr_4853,31,31,0
bc5cdr_2750,10,10,0
bc5cdr_3509,14,14,0
bc5cdr_722,10,10,0
bc5cdr_2630,42,42,0
bc5cdr_5039,21,21,0
bc5cdr_3656,36,36,0
bc5cdr_1838,21,21,0
bc5cdr_115,9,9,0
bc5cdr_4954,23,23,0
bc5cdr_3416,37,16,21
bc5cdr_4278,13,13,0
bc5cdr_796,14,14,0
bc5cdr_2479,34,32,2
bc5cdr_62,15,15,0
bc5cdr_673,31,16,15
bc5cdr_4843,3,3,0
bc5cdr_4327,31,31,0
bc5cdr_2694,14,14,0
bc5cdr_3645,32,32,0
bc5cdr_3537,24,24,0
bc5cdr_377,6,6,0
bc5cdr_1958,17,17,0
bc5cdr_191,11,11,0
bc5cdr_1957,12,12,0
bc5cdr_1663,49,49,0
bc5cdr_4678,18,18,0
bc5cdr_764,21,21,0
bc5cdr_3310,12,12,0
bc5cdr_1655,29,16,13
bc5cdr_2340,24,16,8
bc5cdr_748,18,16,2
bc5cdr_5064,89,89,0
bc5cdr_296,8,8,0
bc5cdr_2442,32,16,16
bc5cdr_1913,40,16,24
bc5cdr_4979,11,11,0
bc5cdr_120,35,32,3
bc5cdr_2360,18,16,2
bc5cdr_279,19,19,0
bc5cdr_4126,4,4,0
bc5cdr_2627,16,16,0
bc5cdr_4691,23,16,7
bc5cdr_286,17,16,1
bc5cdr_4473,25,16,9
bc5cdr_74,20,20,0
bc5cdr_3377,36,36,0
bc5cdr_2032,26,26,0
bc5cdr_3866,12,12,0
bc5cdr_2094,23,23,0
bc5cdr_1568,16,16,0
bc5cdr_4409,9,9,0
bc5cdr_1768,15,15,0
bc5cdr_5038,26,26,0
bc5cdr_886,22,22,0
bc5cdr_3651,45,45,0
bc5cdr_3590,8,8,0
bc5cdr_3493,39,32,7
bc5cdr_328,26,26,0
bc5cdr_4134,34,16,18
bc5cdr_3379,6,6,0
bc5cdr_3635,9,9,0
bc5cdr_355,14,14,0
bc5cdr_551,21,21,0
bc5cdr_807,11,11,0
bc5cdr_3992,42,42,0
bc5cdr_2047,21,21,0
bc5cdr_3708,15,15,0
bc5cdr_2612,33,33,0
bc5cdr_2074,20,20,0
bc5cdr_531,14,14,0
bc5cdr_3295,14,14,0
bc5cdr_2100,29,29,0
bc5cdr_2397,25,25,0
bc5cdr_2245,22,16,6
bc5cdr_2730,15,15,0
bc5cdr_1983,3,3,0
bc5cdr_1294,25,25,0
bc5cdr_2358,5,5,0
bc5cdr_356,20,16,4
bc5cdr_3913,15,15,0
bc5cdr_2772,21,16,5
bc5cdr_3068,14,14,0
bc5cdr_4359,57,57,0
bc5cdr_4479,26,16,10
bc5cdr_4641,9,9,0
bc5cdr_1675,28,28,0
bc5cdr_3908,17,16,1
bc5cdr_520,4,4,0
bc5cdr_1617,22,16,6
bc5cdr_1343,28,16,12
bc5cdr_407,19,16,3
bc5cdr_3392,20,20,0
bc5cdr_2553,2,2,0
bc5cdr_3275,31,31,0
bc5cdr_5015,10,10,0
bc5cdr_4159,8,8,0
bc5cdr_892,14,14,0
bc5cdr_2784,11,11,0
bc5cdr_2655,26,26,0
bc5cdr_2823,15,15,0
bc5cdr_3847,40,16,24
bc5cdr_3492,22,22,0
bc5cdr_1241,37,37,0
bc5cdr_2402,31,31,0
bc5cdr_3021,17,16,1
bc5cdr_2885,18,18,0
bc5cdr_4800,23,23,0
bc5cdr_829,26,26,0
bc5cdr_3285,27,27,0
bc5cdr_4391,38,32,6
bc5cdr_4583,30,30,0
bc5cdr_3707,26,16,10
bc5cdr_3487,12,12,0
bc5cdr_3301,90,90,0
bc5cdr_4364,21,21,0
bc5cdr_1800,8,8,0
bc5cdr_2109,17,16,1
bc5cdr_860,31,31,0
bc5cdr_1097,31,31,0
bc5cdr_370,17,17,0
bc5cdr_3907,96,96,0
bc5cdr_4971,55,55,0
bc5cdr_4498,4,4,0
bc5cdr_2696,19,16,3
bc5cdr_4383,11,11,0
bc5cdr_4845,56,32,24
bc5cdr_827,11,11,0
bc5cdr_2435,25,25,0
bc5cdr_313,9,9,0
bc5cdr_651,9,9,0
bc5cdr_414,37,37,0
bc5cdr_2914,6,6,0
bc5cdr_1577,22,22,0
bc5cdr_200,16,16,0
bc5cdr_3239,20,20,0
bc5cdr_2370,41,32,9
bc5cdr_2293,8,8,0
bc5cdr_2561,23,23,0
bc5cdr_4948,28,28,0
bc5cdr_2573,7,7,0
bc5cdr_4027,15,15,0
bc5cdr_1300,9,9,0
bc5cdr_257,11,11,0
bc5cdr_1346,82,82,0
bc5cdr_276,26,26,0
bc5cdr_258,10,10,0
bc5cdr_4534,9,9,0
bc5cdr_3347,22,22,0
bc5cdr_4873,7,7,0
bc5cdr_252,25,25,0
bc5cdr_4870,4,4,0
bc5cdr_477,57,16,41
bc5cdr_4672,11,11,0
bc5cdr_2422,11,11,0
bc5cdr_4106,21,21,0
bc5cdr_4403,18,18,0
bc5cdr_3495,29,29,0
bc5cdr_2082,11,11,0
bc5cdr_5004,31,31,0
bc5cdr_216,17,17,0
bc5cdr_3919,34,34,0
bc5cdr_554,38,38,0
bc5cdr_1719,3,3,0
bc5cdr_3386,20,16,4
bc5cdr_3721,4,4,0
bc5cdr_763,17,17,0
bc5cdr_4470,27,27,0
bc5cdr_1378,23,23,0
bc5cdr_1335,25,16,9
bc5cdr_2494,28,16,12
bc5cdr_3817,12,12,0
bc5cdr_4939,38,32,6
bc5cdr_3829,20,20,0
bc5cdr_1242,28,28,0
bc5cdr_4610,15,15,0
bc5cdr_2676,11,11,0
bc5cdr_1701,26,26,0
bc5cdr_2879,28,28,0
bc5cdr_1444,4,4,0
bc5cdr_5044,10,10,0
bc5cdr_4363,15,15,0
bc5cdr_1937,10,10,0
bc5cdr_1001,14,14,0
bc5cdr_2318,14,14,0
bc5cdr_3499,24,16,8
bc5cdr_4422,29,29,0
bc5cdr_4457,33,33,0
bc5cdr_3093,14,14,0
bc5cdr_1370,30,30,0
bc5cdr_603,47,47,0
bc5cdr_234,3,3,0
bc5cdr_2488,19,16,3
bc5cdr_3791,23,23,0
bc5cdr_1171,17,16,1
bc5cdr_2066,4,4,0
bc5cdr_1134,12,12,0
bc5cdr_393,9,9,0
bc5cdr_2648,10,10,0
bc5cdr_373,20,16,4
bc5cdr_4817,12,12,0
bc5cdr_636,7,7,0
bc5cdr_289,22,22,0
bc5cdr_4714,11,11,0
bc5cdr_1371,9,9,0
bc5cdr_145,56,56,0
bc5cdr_4235,26,16,10
bc5cdr_3663,23,16,7
bc5cdr_5019,15,15,0
bc5cdr_3655,24,24,0
bc5cdr_4673,25,16,9
bc5cdr_2843,12,12,0
bc5cdr_3062,19,16,3
bc5cdr_3767,20,20,0
bc5cdr_4770,5,5,0
bc5cdr_529,56,56,0
bc5cdr_4782,8,8,0
bc5cdr_2063,20,20,0
bc5cdr_3605,33,33,0
bc5cdr_3528,27,27,0
bc5cdr_4081,22,22,0
bc5cdr_4430,21,21,0
bc5cdr_1211,11,11,0
bc5cdr_639,18,18,0
bc5cdr_1776,4,4,0
bc5cdr_3058,72,72,0
bc5cdr_731,27,16,11
bc5cdr_5030,17,16,1
bc5cdr_88,7,7,0
bc5cdr_935,28,16,12
bc5cdr_3090,8,8,0
bc5cdr_474,19,16,3
bc5cdr_4638,81,32,49
bc5cdr_2429,6,6,0
bc5cdr_3440,14,14,0
bc5cdr_2958,39,39,0
bc5cdr_3110,7,7,0
bc5cdr_3706,10,10,0
bc5cdr_2909,17,17,0
bc5cdr_853,19,16,3
bc5cdr_3582,4,4,0
bc5cdr_1050,29,29,0
bc5cdr_2120,28,28,0
bc5cdr_549,18,18,0
bc5cdr_3772,19,16,3
bc5cdr_4397,15,15,0
bc5cdr_4737,15,15,0
bc5cdr_2861,18,16,2
bc5cdr_2211,98,64,34
bc5cdr_192,6,6,0
bc5cdr_1930,19,16,3
bc5cdr_287,44,32,12
bc5cdr_4427,12,12,0
bc5cdr_1014,12,12,0
bc5cdr_1006,27,16,11
bc5cdr_2865,7,7,0
bc5cdr_2438,6,6,0
bc5cdr_425,37,37,0
bc5cdr_27,17,16,1
bc5cdr_2893,20,20,0
bc5cdr_187,16,16,0
bc5cdr_4299,7,7,0
bc5cdr_3055,18,18,0
bc5cdr_2298,17,16,1
bc5cdr_724,23,16,7
bc5cdr_4815,32,16,16
bc5cdr_1828,19,19,0
bc5cdr_2173,7,7,0
bc5cdr_3027,8,8,0
bc5cdr_1077,14,14,0
bc5cdr_4945,19,16,3
bc5cdr_3598,27,27,0
bc5cdr_4786,17,17,0
bc5cdr_638,20,20,0
bc5cdr_1966,59,59,0
bc5cdr_4920,12,12,0
bc5cdr_4591,9,9,0
bc5cdr_875,14,14,0
bc5cdr_4822,15,15,0
bc5cdr_2947,7,7,0
bc5cdr_2891,22,16,6
bc5cdr_1645,10,10,0
bc5cdr_5087,16,16,0
bc5cdr_3774,25,25,0
bc5cdr_5042,23,23,0
bc5cdr_1173,27,27,0
bc5cdr_2708,26,16,10
bc5cdr_1492,11,11,0
bc5cdr_331,51,51,0
bc5cdr_664,19,16,3
bc5cdr_3144,17,17,0
bc5cdr_3446,6,6,0
bc5cdr_2576,35,32,3
bc5cdr_4095,10,10,0
bc5cdr_621,22,22,0
bc5cdr_3807,23,16,7
bc5cdr_771,16,16,0
bc5cdr_2955,23,23,0
