id,original_tokens,kept_tokens,removed
10418,31,31,0
622,31,31,0
2746,43,43,0
12462,20,20,0
11205,37,37,0
9329,7,7,0
309,13,13,0
7712,50,16,34
5311,21,21,0
609,19,19,0
9073,15,15,0
267,16,16,0
8767,60,60,0
6593,31,31,0
2625,27,27,0
5205,39,39,0
7201,10,10,0
8819,29,29,0
7790,20,20,0
10880,34,34,0
7793,54,54,0
615,48,48,0
7569,24,24,0
11841,46,32,14
91,19,19,0
7862,31,31,0
4924,14,14,0
3065,7,7,0
8858,36,36,0
10520,28,28,0
3190,28,28,0
2707,42,42,0
10765,16,16,0
8168,102,102,0
5292,20,20,0
10286,34,34,0
12400,30,30,0
4974,24,24,0
7787,27,27,0
7213,16,16,0
8037,45,45,0
2311,29,29,0
7672,16,16,0
9011,52,52,0
11646,21,21,0
4511,49,49,0
197,28,28,0
333,12,12,0
2061,16,16,0
8937,47,47,0
11537,38,38,0
6646,23,23,0
6005,30,30,0
11176,56,56,0
11904,25,25,0
11660,51,51,0
599,32,32,0
7084,31,31,0
6383,26,16,10
6776,57,57,0
9772,30,30,0
2588,23,23,0
6137,20,20,0
9974,34,34,0
7026,14,14,0
6111,26,26,0
1366,21,21,0
6531,17,17,0
4451,41,41,0
4645,28,28,0
8887,22,22,0
5093,42,42,0
3165,48,48,0
1715,17,17,0
606,56,32,24
7484,26,26,0
11498,17,17,0
4294,9,9,0
997,33,33,0
11555,26,26,0
9879,17,17,0
3208,26,26,0
1657,40,40,0
1907,24,24,0
7475,26,26,0
7988,23,23,0
9441,49,49,0
2657,33,32,1
1955,22,16,6
2032,32,32,0
1628,36,36,0
9410,18,18,0
9183,40,40,0
9121,29,29,0
6492,52,52,0
5443,13,13,0
4641,45,16,29
10050,22,22,0
11059,35,35,0
3854,3,3,0
11198,22,22,0
7602,37,37,0
10547,52,52,0
9698,30,30,0
1399,24,24,0
4153,17,17,0
1319,23,23,0
10593,23,23,0
7985,55,55,0
10524,23,23,0
7392,30,30,0
8460,37,37,0
2287,22,22,0
3797,27,27,0
3744,7,7,0
9472,28,28,0
12357,28,28,0
5394,39,39,0
7505,16,16,0
7883,30,30,0
4200,10,10,0
10559,17,17,0
8366,9,9,0
12419,12,12,0
2284,31,31,0
9294,17,17,0
6002,14,14,0
6540,21,21,0
4920,15,15,0
5230,39,16,23
5583,26,26,0
1286,5,5,0
7873,21,21,0
3186,37,37,0
4831,29,16,13
8390,2,2,0
5472,28,28,0
2853,45,45,0
8235,59,59,0
10594,48,48,0
6957,55,55,0
12346,30,30,0
7995,37,16,21
11375,23,23,0
10209,21,16,5
4095,7,7,0
851,2,2,0
11795,24,16,8
111,22,22,0
6631,17,17,0
3162,9,9,0
9297,57,57,0
10771,28,28,0
8225,49,32,17
9545,34,34,0
9943,43,43,0
6067,13,13,0
8243,21,21,0
6960,20,20,0
7385,20,20,0
9614,33,33,0
7354,14,14,0
1167,27,27,0
11376,23,23,0
2292,9,9,0
9891,18,18,0
4358,21,21,0
2956,24,24,0
8126,27,27,0
7775,47,47,0
9801,31,31,0
5946,31,31,0
4327,26,26,0
6547,22,16,6
6660,26,26,0
11415,25,16,9
1626,42,42,0
8863,32,32,0
9981,17,17,0
1283,66,16,50
7075,21,21,0
9871,28,28,0
666,11,11,0
6318,55,32,23
8732,28,28,0
8193,44,44,0
10939,34,34,0
7052,47,47,0
4447,15,15,0
10563,17,17,0
8977,52,52,0
9016,24,24,0
5911,30,30,0
1687,20,20,0
9630,34,34,0
5108,16,16,0
1293,12,12,0
5233,43,32,11
4638,55,48,7
5484,25,16,9
66,22,22,0
2979,13,13,0
8964,58,32,26
9461,20,20,0
11564,14,14,0
11708,35,35,0
5414,43,16,27
8002,21,21,0
11568,46,46,0
3150,18,18,0
7813,24,24,0
10629,54,54,0
11006,14,14,0
12387,24,24,0
1350,21,21,0
7112,26,16,10
6779,21,21,0
6684,26,26,0
10751,19,19,0
551,10,10,0
12189,19,19,0
10063,39,39,0
9959,23,23,0
9922,28,28,0
6781,38,32,6
3080,33,33,0
1138,19,19,0
8124,37,37,0
6155,24,24,0
3738,11,11,0
11471,9,9,0
3820,13,13,0
8426,26,26,0
1777,44,44,0
12030,30,30,0
6982,25,25,0
10188,28,28,0
1673,5,5,0
2437,16,16,0
8504,16,16,0
5209,24,24,0
1352,34,34,0
4314,108,108,0
11011,13,13,0
1383,32,32,0
2275,26,16,10
4406,23,23,0
3432,12,12,0
9113,25,25,0
3794,30,30,0
4027,40,40,0
1393,22,22,0
3013,32,32,0
3106,8,8,0
10733,27,27,0
630,23,23,0
11850,12,12,0
10340,12,12,0
3918,10,10,0
5086,25,25,0
12088,62,62,0
1746,34,34,0
4257,8,8,0
11061,18,18,0
657,18,16,2
11005,23,23,0
4673,51,51,0
1983,26,26,0
11401,31,31,0
5488,63,63,0
1556,5,5,0
5450,37,37,0
11140,14,14,0
7204,13,13,0
4329,8,8,0
1135,17,17,0
9358,18,18,0
7751,22,22,0
10783,29,29,0
7579,33,33,0
7540,16,16,0
11100,24,24,0
5638,28,28,0
7593,19,19,0
4000,16,16,0
6359,30,30,0
4112,13,13,0
3517,10,10,0
1111,29,29,0
6636,39,39,0
4097,25,25,0
4281,10,10,0
6162,40,40,0
7613,18,18,0
11230,14,14,0
9861,20,16,4
1872,14,14,0
3676,7,7,0
12085,16,16,0
11752,12,12,0
11981,16,16,0
7665,11,11,0
1578,31,31,0
2842,32,32,0
4796,13,13,0
11077,21,21,0
1357,12,12,0
7077,8,8,0
11713,24,24,0
2566,24,24,0
3516,23,23,0
3196,42,42,0
1435,15,15,0
9029,28,28,0
10591,5,5,0
4752,35,35,0
7087,20,20,0
1788,20,20,0
10588,114,80,34
1753,44,44,0
9878,13,13,0
11710,28,28,0
1391,33,33,0
7144,28,28,0
1643,37,37,0
10518,19,19,0
9018,33,33,0
8409,7,7,0
4879,57,57,0
2029,22,22,0
8514,16,16,0
4431,23,23,0
5092,27,27,0
3576,8,8,0
10715,25,25,0
2060,6,6,0
11326,13,13,0
4898,25,25,0
6618,24,24,0
36,6,6,0
12385,17,17,0
9273,34,34,0
10383,30,30,0
3952,14,14,0
2784,22,16,6
3079,1,1,0
7839,20,20,0
9771,8,8,0
12260,13,13,0
5991,25,25,0
4772,49,49,0
2297,6,6,0
5162,44,44,0
9191,26,26,0
592,37,37,0
3641,20,20,0
7605,25,25,0
8376,42,42,0
11510,31,31,0
1055,21,16,5
3318,42,42,0
9577,51,51,0
6512,39,39,0
4179,32,32,0
12045,18,18,0
7718,124,124,0
