id,original_tokens,kept_tokens,removed
10418,31,31,0
622,31,31,0
2746,43,43,0
12462,20,20,0
11205,37,37,0
9329,7,7,0
309,13,13,0
7712,50,16,34
5311,21,21,0
609,19,19,0
9073,15,15,0
267,16,16,0
8767,60,60,0
6593,31,31,0
2625,27,27,0
5205,39,39,0
7201,10,10,0
8819,29,29,0
7790,20,20,0
10880,34,34,0
7793,54,54,0
615,48,48,0
7569,24,24,0
11841,46,32,14
91,19,19,0
7862,31,31,0
4924,14,14,0
3065,7,7,0
8858,36,36,0
10520,28,28,0
3190,28,28,0
2707,42,42,0
10765,16,16,0
8168,102,102,0
5292,20,20,0
10286,34,34,0
12400,30,30,0
4974,24,24,0
7787,27,27,0
7213,16,16,0
8037,45,45,0
2311,29,29,0
7672,16,16,0
9011,52,52,0
11646,21,21,0
4511,49,49,0
197,28,28,0
333,12,12,0
2061,16,16,0
8937,47,47,0
11537,38,38,0
6646,23,23,0
6005,30,30,0
11176,56,56,0
11904,25,25,0
11660,51,51,0
599,32,32,0
7084,31,31,0
6383,26,16,10
6776,57,57,0
9772,30,30,0
2588,23,23,0
6137,20,20,0
9974,34,34,0
7026,14,14,0
6111,26,26,0
1366,21,21,0
6531,17,17,0
4451,41,41,0
4645,28,28,0
8887,22,22,0
5093,42,42,0
3165,48,48,0
1715,17,17,0
606,56,32,24
7484,26,26,0
11498,17,17,0
4294,9,9,0
997,33,33,0
11555,26,26,0
9879,17,17,0
3208,26,26,0
1657,40,40,0
1907,24,24,0
7475,26,26,0
7988,23,23,0
9441,49,49,0
2657,33,32,1
1955,22,16,6
2032,32,32,0
1628,36,36,0
9410,18,18,0
9183,40,40,0
9121,29,29,0
6492,52,52,0
5443,13,13,0
4641,45,16,29
10050,22,22,0
11059,35,35,0
3854,3,3,0
11198,22,22,0
7602,37,37,0
10547,52,52,0
9698,30,30,0
1399,24,24,0
4153,17,17,0
1319,23,23,0
10593,23,23,0
7985,55,55,0
10524,23,23,0
7392,30,30,0
8460,37,37,0
2287,22,22,0
3797,27,27,0
3744,7,7,0
9472,28,28,0
12357,28,28,0
5394,39,39,0
7505,16,16,0
7883,30,30,0
4200,10,10,0
10559,17,17,0
8366,9,9,0
12419,12,12,0
2284,31,31,0
9294,17,17,0
6002,14,14,0
6540,21,21,0
4920,15,15,0
5230,39,16,23
5583,26,26,0
1286,5,5,0
7873,21,21,0
3186,37,37,0
4831,29,16,13
8390,2,2,0
5472,28,28,0
2853,45,45,0
8235,59,59,0
10594,48,48,0
6957,55,55,0
12346,30,30,0
7995,37,16,21
11375,23,23,0
10209,21,16,5
4095,7,7,0
851,2,2,0
11795,24,16,8
111,22,22,0
6631,17,17,0
3162,9,9,0
9297,57,57,0
10771,28,28,0
8225,49,32,17
9545,34,34,0
9943,43,43,0
6067,13,13,0
8243,21,21,0
6960,20,20,0
7385,20,20,0
9614,33,33,0
7354,14,14,0
1167,27,27,0
11376,23,23,0
2292,9,9,0
9891,18,18,0
4358,21,21,0
2956,24,24,0
8126,27,27,0
7775,47,47,0
9801,31,31,0
5946,31,31,0
4327,26,26,0
6547,22,16,6
6660,26,26,0
11415,25,16,9
1626,42,42,0
8863,32,32,0
9981,17,17,0
1283,66,16,50
7075,21,21,0
9871,28,28,0
666,11,11,0
6318,55,32,23
8732,28,28,0
8193,44,44,0
10939,34,34,0
7052,47,47,0
4447,15,15,0
10563,17,17,0
8977,52,52,0
9016,24,24,0
5911,30,30,0
1687,20,20,0
9630,34,34,0
5108,16,16,0
1293,12,12,0
5233,43,32,11
4638,55,48,7
5484,25,16,9
66,22,22,0
2979,13,13,0
8964,58,32,26
9461,20,20,0
11564,14,14,0
11708,35,35,0
5414,43,16,27
8002,21,21,0
11568,46,46,0
3150,18,18,0
7813,24,24,0
10629,54,54,0
11006,14,14,0
12387,24,24,0
1350,21,21,0
7112,26,16,10
6779,21,21,0
6684,26,26,0
10751,19,19,0
551,10,10,0
12189,19,19,0
10063,39,39,0
9959,23,23,0
9922,28,28,0
6781,38,32,6
3080,33,33,0
1138,19,19,0
8124,37,37,0
6155,24,24,0
3738,11,11,0
11471,9,9,0
3820,13,13,0
8426,26,26,0
1777,44,44,0
12030,30,30,0
6982,25,25,0
10188,28,28,0
1673,5,5,0
2437,16,16,0
8504,16,16,0
5209,24,24,0
1352,34,34,0
4314,108,108,0
11011,13,13,0
1383,32,32,0
2275,26,16,10
4406,23,23,0
3432,12,12,0
9113,25,25,0
3794,30,30,0
4027,40,40,0
1393,22,22,0
3013,32,32,0
3106,8,8,0
10733,27,27,0
630,23,23,0
11850,12,12,0
10340,12,12,0
3918,10,10,0
5086,25,25,0
12088,62,62,0
1746,34,34,0
4257,8,8,0
11061,18,18,0
657,18,16,2
11005,23,23,0
4673,51,51,0
1983,26,26,0
11401,31,31,0
5488,63,63,0
1556,5,5,0
5450,37,37,0
11140,14,14,0
7204,13,13,0
4329,8,8,0
1135,17,17,0
9358,18,18,0
7751,22,22,0
10783,29,29,0
7579,33,33,0
7540,16,16,0
11100,24,24,0
5638,28,28,0
7593,19,19,0
4000,16,16,0
6359,30,30,0
4112,13,13,0
3517,10,10,0
1111,29,29,0
6636,39,39,0
4097,25,25,0
4281,10,10,0
6162,40,40,0
7613,18,18,0
11230,14,14,0
9861,20,16,4
1872,14,14,0
3676,7,7,0
12085,16,16,0
11752,12,12,0
11981,16,16,0
7665,11,11,0
1578,31,31,0
2842,32,32,0
4796,13,13,0
11077,21,21,0
1357,12,12,0
7077,8,8,0
11713,24,24,0
2566,24,24,0
3516,23,23,0
3196,42,42,0
1435,15,15,0
9029,28,28,0
10591,5,5,0
4752,35,35,0
7087,20,20,0
1788,20,20,0
10588,114,80,34
1753,44,44,0
9878,13,13,0
11710,28,28,0
1391,33,33,0
7144,28,28,0
1643,37,37,0
10518,19,19,0
9018,33,33,0
8409,7,7,0
4879,57,57,0
2029,22,22,0
8514,16,16,0
4431,23,23,0
5092,27,27,0
3576,8,8,0
10715,25,25,0
2060,6,6,0
11326,13,13,0
4898,25,25,0
6618,24,24,0
36,6,6,0
12385,17,17,0
9273,34,34,0
10383,30,30,0
3952,14,14,0
2784,22,16,6
3079,1,1,0
7839,20,20,0
9771,8,8,0
12260,13,13,0
5991,25,25,0
4772,49,49,0
2297,6,6,0
5162,44,44,0
9191,26,26,0
592,37,37,0
3641,20,20,0
7605,25,25,0
8376,42,42,0
11510,31,31,0
1055,21,16,5
3318,42,42,0
9577,51,51,0
6512,39,39,0
4179,32,32,0
12045,18,18,0
7718,124,124,0
822,17,17,0
7185,21,21,0
8490,20,20,0
1696,27,27,0
5333,59,32,27
7488,9,9,0
5817,26,26,0
2490,12,12,0
4922,16,16,0
5008,29,29,0
6604,30,30,0
5226,27,27,0
1405,25,25,0
7141,37,37,0
2300,20,20,0
10317,8,8,0
3994,17,17,0
4316,79,79,0
12103,37,16,21
9776,16,16,0
1927,19,19,0
6772,14,14,0
11650,32,32,0
3491,12,12,0
12128,59,59,0
12050,23,23,0
1025,62,62,0
11409,32,16,16
7168,39,39,0
3772,13,13,0
4695,23,23,0
9513,17,17,0
4619,35,35,0
4938,34,34,0
6811,20,20,0
5675,34,34,0
11843,19,19,0
687,38,16,22
8824,24,24,0
4606,21,21,0
2764,38,38,0
1472,11,11,0
7431,21,21,0
4280,32,32,0
3104,23,16,7
12338,14,14,0
10617,23,16,7
3779,14,14,0
9116,23,23,0
3573,7,7,0
9034,15,15,0
8428,30,30,0
3640,22,22,0
7135,21,16,5
3692,19,19,0
466,53,53,0
3763,27,27,0
11158,32,32,0
9818,21,21,0
975,40,40,0
6748,30,30,0
7803,27,27,0
8666,57,57,0
3904,25,25,0
3478,8,8,0
1506,22,16,6
12199,26,26,0
8181,38,38,0
6100,34,34,0
6862,30,30,0
3378,4,4,0
8695,34,16,18
3574,10,10,0
1614,28,28,0
4631,29,29,0
7324,32,32,0
663,33,33,0
12394,14,14,0
1067,29,29,0
9394,44,44,0
375,31,31,0
4270,17,17,0
1307,52,48,4
4259,43,16,27
9215,33,33,0
7631,23,23,0
4547,34,16,18
4912,18,18,0
8795,35,35,0
9159,21,21,0
8244,10,10,0
12206,43,43,0
4878,33,33,0
8741,43,43,0
369,9,9,0
7561,27,27,0
10589,45,45,0
632,40,40,0
7090,45,45,0
4735,22,22,0
5567,24,24,0
4081,22,22,0
11924,31,16,15
11829,21,21,0
1604,14,14,0
6532,26,26,0
8753,7,7,0
4048,20,20,0
2254,22,22,0
2086,15,15,0
10309,7,7,0
9009,25,25,0
1464,28,28,0
5717,39,39,0
5697,25,25,0
292,14,14,0
5621,48,48,0
4404,33,33,0
8952,42,42,0
6597,9,9,0
12353,6,6,0
11257,31,31,0
5608,25,25,0
7744,49,49,0
10726,45,16,29
3938,19,19,0
5493,93,64,29
1219,4,4,0
8784,57,57,0
1664,32,32,0
7165,19,19,0
7769,26,26,0
8161,37,37,0
1526,26,26,0
12267,39,39,0
9575,8,8,0
5886,37,37,0
11637,49,48,1
12444,14,14,0
7921,14,14,0
2316,6,6,0
6632,20,20,0
10321,21,21,0
10086,29,29,0
2725,49,32,17
146,22,22,0
3627,43,43,0
7457,19,19,0
1193,26,26,0
4334,26,26,0
5452,53,16,37
7966,56,56,0
5411,22,22,0
799,40,40,0
1482,19,19,0
11962,22,22,0
11353,56,56,0
1939,46,16,30
2423,27,27,0
190,9,9,0
8165,48,48,0
2582,44,44,0
11980,24,24,0
7106,29,29,0
9578,113,113,0
4647,19,19,0
3117,23,23,0
5232,24,24,0
6757,23,23,0
3704,16,16,0
5256,86,86,0
7877,18,18,0
9796,35,35,0
1819,16,16,0
8059,41,41,0
10967,40,32,8
1726,31,31,0
3524,6,6,0
10887,25,25,0
1606,52,52,0
6519,40,40,0
2105,36,36,0
6502,48,48,0
11612,23,23,0
5192,45,45,0
10021,14,14,0
3743,14,14,0
7670,41,41,0
5142,23,23,0
4855,8,8,0
5923,45,45,0
11506,39,32,7
1545,12,12,0
12089,10,10,0
11530,37,37,0
6074,55,55,0
2073,28,28,0
4763,26,26,0
3899,20,20,0
3493,19,19,0
7124,37,37,0
11152,20,20,0
6401,42,42,0
10664,18,18,0
8310,21,21,0
5672,16,16,0
11248,25,25,0
11106,30,30,0
1504,36,36,0
8667,42,42,0
8550,62,48,14
11958,53,53,0
10648,35,35,0
10408,55,55,0
2116,5,5,0
9655,11,11,0
6751,18,18,0
2893,26,26,0
1844,22,22,0
11822,22,16,6
8751,29,29,0
6842,30,16,14
9142,22,22,0
4277,36,36,0
11196,43,43,0
5304,37,37,0
3917,14,14,0
9045,18,18,0
4731,28,28,0
7781,18,18,0
4727,23,23,0
9342,42,42,0
4996,63,63,0
4972,30,30,0
5500,19,19,0
2122,57,32,25
1987,13,13,0
3452,7,7,0
10898,22,22,0
8237,44,44,0
3689,17,17,0
5953,15,15,0
3706,4,4,0
5303,17,17,0
9339,14,14,0
3086,26,26,0
4240,30,30,0
10392,14,14,0
8577,23,23,0
1064,42,42,0
414,25,25,0
8772,11,11,0
7817,40,40,0
2879,39,39,0
6494,15,15,0
5930,36,36,0
4490,41,41,0
10302,31,31,0
11870,108,108,0
5265,14,14,0
4971,11,11,0
8372,23,23,0
6916,30,16,14
1406,2,2,0
302,41,41,0
2845,28,28,0
7230,29,29,0
11135,31,31,0
3430,4,4,0
11280,23,23,0
12041,29,29,0
9125,29,29,0
8982,28,28,0
6537,21,21,0
7612,90,90,0
4897,110,96,14
2720,38,38,0
1048,4,4,0
4960,32,32,0
7356,29,29,0
11418,16,16,0
6542,22,22,0
8782,32,32,0
8145,29,16,13
3608,6,6,0
12225,36,16,20
2896,9,9,0
58,6,6,0
10105,62,62,0
5756,13,13,0
2913,25,25,0
5754,11,11,0
5772,35,35,0
8978,21,21,0
2532,4,4,0
8780,19,19,0
6741,29,29,0
12392,12,12,0
11454,31,31,0
12369,36,36,0
1179,24,24,0
4530,35,35,0
11025,14,14,0
8148,25,25,0
11586,39,39,0
6083,5,5,0
2301,53,53,0
6153,18,18,0
7229,35,35,0
2428,48,48,0
6214,24,24,0
8157,34,16,18
5513,14,14,0
8443,37,37,0
6706,26,26,0
3038,39,39,0
10690,19,19,0
7182,27,16,11
3961,17,17,0
6004,13,13,0
11517,18,18,0
9612,60,60,0
5337,25,25,0
10800,29,29,0
5661,28,28,0
1320,14,14,0
9058,41,41,0
12137,24,24,0
8555,37,37,0
4699,20,20,0
10121,33,33,0
5096,24,24,0
4923,36,36,0
990,24,24,0
1865,12,12,0
736,22,22,0
1337,42,32,10
5150,18,18,0
2293,98,98,0
11126,25,16,9
8055,21,21,0
706,33,33,0
10239,28,28,0
2201,5,5,0
9950,69,69,0
332,5,5,0
5385,10,10,0
10453,42,42,0
11833,21,21,0
1299,10,10,0
944,26,26,0
11993,20,20,0
11288,16,16,0
2971,11,11,0
9301,16,16,0
10303,55,55,0
3390,17,17,0
5361,57,57,0
5274,32,32,0
3024,23,23,0
7827,40,40,0
3619,12,12,0
10569,26,26,0
7085,21,21,0
7315,28,28,0
1424,25,25,0
3416,9,9,0
3684,2,2,0
11269,32,32,0
12138,22,22,0
6938,27,27,0
1853,27,27,0
8785,64,64,0
8733,18,16,2
11030,55,55,0
3167,21,21,0
5024,26,26,0
10242,88,88,0
9910,19,19,0
1990,10,10,0
2560,47,47,0
750,30,30,0
2065,33,33,0
2295,17,17,0
12301,10,10,0
6520,22,22,0
9821,28,28,0
7389,14,14,0
5064,39,39,0
12443,17,17,0
6038,30,30,0
8913,21,21,0
12282,2,2,0
9555,15,15,0
3027,11,11,0
203,13,13,0
6910,18,18,0
9511,17,17,0
11745,28,28,0
3231,56,56,0
7388,14,14,0
692,14,14,0
405,15,15,0
10432,30,30,0
8269,16,16,0
1290,21,21,0
10868,19,19,0
3250,27,27,0
6291,106,106,0
10204,52,52,0
1596,81,81,0
4115,16,16,0
2867,29,29,0
886,27,27,0
1884,40,40,0
7099,13,13,0
1378,50,50,0
5521,44,44,0
7736,23,23,0
5446,31,16,15
1172,20,20,0
2826,11,11,0
10092,6,6,0
9086,21,16,5
312,2,2,0
3449,18,18,0
500,20,20,0
418,21,21,0
5471,53,53,0
10407,91,91,0
1910,40,40,0
4017,16,16,0
9540,25,25,0
385,14,14,0
7798,25,25,0
2603,48,48,0
1969,104,104,0
2231,28,28,0
135,12,12,0
10008,36,36,0
10980,49,49,0
8289,25,25,0
5427,25,25,0
1833,11,11,0
7320,7,7,0
11533,46,32,14
10449,24,24,0
7238,34,34,0
2785,2,2,0
3748,14,14,0
9377,58,58,0
7892,11,11,0
10602,59,59,0
1543,24,24,0
9815,23,23,0
9347,22,22,0
11485,24,24,0
3125,31,31,0
6497,22,22,0
9114,36,36,0
7934,23,23,0
855,88,16,72
2493,3,3,0
3476,10,10,0
8954,10,10,0
1618,13,13,0
859,12,12,0
5520,23,23,0
10614,9,9,0
1992,26,26,0
1324,27,16,11
1792,33,33,0
2709,22,22,0
5709,22,22,0
8004,21,21,0
2521,41,41,0
5927,29,29,0
10786,16,16,0
7454,16,16,0
3380,9,9,0
11553,25,25,0
10811,24,24,0
5522,11,11,0
795,2,2,0
2207,17,17,0
12068,36,32,4
9046,18,18,0
2682,2,2,0
12431,15,15,0
12101,20,20,0
5659,11,11,0
2340,43,16,27
9176,18,18,0
3253,27,27,0
9061,28,28,0
644,23,23,0
10224,52,52,0
7778,36,36,0
2426,12,12,0
10305,23,23,0
6163,49,49,0
8096,21,21,0
10905,31,31,0
5640,41,41,0
8446,8,8,0
4182,37,37,0
4628,50,50,0
9763,39,39,0
8182,19,19,0
6093,18,16,2
1163,28,28,0
10429,15,15,0
6271,67,67,0
3041,15,15,0
1973,18,18,0
5526,27,27,0
7046,29,29,0
8432,24,24,0
5204,27,27,0
11810,11,11,0
3535,4,4,0
10760,29,29,0
5220,2,2,0
12161,10,10,0
2908,44,44,0
9960,122,122,0
2639,17,17,0
3653,21,21,0
7489,22,22,0
5258,17,17,0
9106,117,16,101
77,26,26,0
9037,14,14,0
1274,20,20,0
5079,32,16,16
6998,17,17,0
6805,41,41,0
4353,4,4,0
10152,24,24,0
9626,32,16,16
8429,37,37,0
10522,52,52,0
8233,11,11,0
7735,28,28,0
11472,51,32,19
6453,25,25,0
5392,42,42,0
8865,29,29,0
10888,28,28,0
12136,24,24,0
1028,16,16,0
12311,16,16,0
1791,63,63,0
3385,22,22,0
11447,28,28,0
6929,22,22,0
345,14,14,0
8510,22,22,0
11585,16,16,0
5900,14,14,0
10859,31,31,0
1740,22,22,0
8685,42,32,10
1020,45,45,0
110,32,32,0
11575,27,27,0
5622,34,34,0
9252,15,15,0
9458,24,24,0
10074,49,49,0
792,13,13,0
4337,5,5,0
7978,44,44,0
7319,21,21,0
1292,6,6,0
1284,24,24,0
8094,18,18,0
11545,22,22,0
11495,19,19,0
9729,16,16,0
8627,35,35,0
1438,29,29,0
11819,15,15,0
10544,22,22,0
3201,2,2,0
10795,25,25,0
8552,20,20,0
978,21,21,0
6760,41,41,0
9529,14,14,0
10769,46,46,0
10312,29,29,0
