id,tokens,tags
5116_aug1,"['extensive', 'DNA', 'protein', 'sequence', 'comparison', 'human', 'retinoblastoma', 'gene', 'related', 'genes', 'database', 'revealed', 'homology', 'cysteine', '-', 'rich']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5116_aug2,"['extensive', 'DNA', 'protein', 'sequence', 'comparison', 'human', 'FMF', 'gene', 'related', 'genes', 'database', 'revealed', 'homology', 'cysteine', '-', 'rich']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
51_aug0,"['The', 'breast', 'or', 'ovarian', 'cancer', 'incidence', 'among', 'the', 'siblings', 'or', 'the', 'parents', 'did', 'not', 'differ', 'breast', 'or', 'ovarian', 'cancer', 'the', 'average', 'cancer', 'incidence', 'in', 'the', 'Finnish', 'population', '.']","['O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O']"
4408_aug0,"['Comparison', '940', '-', 'bp', 'sequence', 'putative', 'translation', 'start', 'site', 'reveals', 'highly', 'conserved', 'region', '(', 'NDP', 'gene']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
4408_aug1,"['Comparison', '940', '-', 'bp', 'sequence', 'putative', 'translation', 'start', 'site', 'reveals', 'highly', 'conserved', 'region', '(', 'retinoblastoma', 'gene']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
4408_aug2,"['Comparison', '940', '-', 'bp', 'sequence', 'putative', 'translation', 'start', 'site', 'reveals', 'highly', 'conserved', 'region', '(', 'Emery', 'Dreifuss', 'muscular', 'dystrophy', 'gene']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O']"
3673_aug0,"['Regional', 'localization', 'polymorphic', 'DNA', 'loci', 'proximal', 'long', 'arm', 'X', 'chromosome', 'using', 'deletions', 'associated', 'with', 'muscular', 'dystrophy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O']"
3673_aug1,"['Regional', 'localization', 'polymorphic', 'DNA', 'loci', 'proximal', 'long', 'arm', 'X', 'chromosome', 'using', 'deletions', 'associated', 'with', 'cat', 'eye', 'syndrome', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O']"
3673_aug2,"['Regional', 'localization', 'polymorphic', 'DNA', 'loci', 'proximal', 'long', 'arm', 'X', 'chromosome', 'using', 'deletions', 'associated', 'with', 'retinoblastoma', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
4811_aug0,"['molecular', 'genetic', 'study', '142', 'families', 'including', '418', 'myotonic', 'dystrophy', 'patients', ',', 'investigated', 'dynamics', 'CTG', 'repeat', 'meiotic', 'instability']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4811_aug1,"['molecular', 'genetic', 'study', '142', 'families', 'including', '418', 'Myotonic', 'dystrophy', 'patients', ',', 'investigated', 'dynamics', 'CTG', 'repeat', 'meiotic', 'instability']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4811_aug2,"['molecular', 'genetic', 'study', '142', 'families', 'including', '418', 'Wilson', 'disease', 'patients', ',', 'investigated', 'dynamics', 'CTG', 'repeat', 'meiotic', 'instability']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
313_aug0,"['data', 'suggest', 'intracytoplasmic', 'CD95', 'mutations', 'Myotonic', 'dystrophy', 'impair', 'apoptosis', 'chiefly', 'disrupting', 'death', '-', 'domain', 'interactions', 'signaling', 'protein']","['O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
313_aug1,"['data', 'suggest', 'intracytoplasmic', 'CD95', 'mutations', 'A', '-', 'T', 'impair', 'apoptosis', 'chiefly', 'disrupting', 'death', '-', 'domain', 'interactions', 'signaling', 'protein']","['O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
313_aug2,"['data', 'suggest', 'intracytoplasmic', 'CD95', 'mutations', 'NBS', 'impair', 'apoptosis', 'chiefly', 'disrupting', 'death', '-', 'domain', 'interactions', 'signaling', 'protein']","['O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2216_aug0,"['Mutations', 'at', 'the', 'phenylalanine', 'hydroxylase', '(', 'PAH', ')', 'locus', 'are', 'the', 'major', 'cause', 'of', 'Tay', '-', 'Sachs', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O']"
2216_aug1,"['Mutations', 'at', 'the', 'phenylalanine', 'hydroxylase', '(', 'PAH', ')', 'locus', 'are', 'the', 'major', 'cause', 'of', 'hemolytic', 'anemia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O']"
2216_aug2,"['Mutations', 'at', 'the', 'phenylalanine', 'hydroxylase', '(', 'PAH', ')', 'locus', 'are', 'the', 'major', 'cause', 'of', 'autosomal', 'recessive', 'genetic', 'disorder', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O']"
3149_aug0,"['/', 'GCP', 'region', 'also', 'analyzed', '29', 'French', 'seven', 'North', 'American', 'retinoblastoma', 'patients', 'using', 'six', 'genomic', 'DNA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O']"
3149_aug1,"['/', 'GCP', 'region', 'also', 'analyzed', '29', 'French', 'seven', 'North', 'American', 'adrenomyeloneuropathy', 'patients', 'using', 'six', 'genomic', 'DNA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O']"
3149_aug2,"['/', 'GCP', 'region', 'also', 'analyzed', '29', 'French', 'seven', 'North', 'American', 'contiguous', 'gene', 'syndrome', 'patients', 'using', 'six', 'genomic', 'DNA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O']"
3322_aug0,"['To', 'identify', 'the', 'mutations', 'which', 'inactivate', 'RB1', ',', '21', 'VHL', 'disease', 'isolated', 'from', '19', 'patients', 'were', 'analyzed', 'with', 'the', 'polymerase', 'chain', 'reaction', 'or', 'an', 'RNase', 'protection', 'assay', 'or', 'both', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3322_aug1,"['To', 'identify', 'the', 'mutations', 'which', 'inactivate', 'RB1', ',', '21', 'esophageal', 'cancers', 'isolated', 'from', '19', 'patients', 'were', 'analyzed', 'with', 'the', 'polymerase', 'chain', 'reaction', 'or', 'an', 'RNase', 'protection', 'assay', 'or', 'both', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3322_aug2,"['To', 'identify', 'the', 'mutations', 'which', 'inactivate', 'RB1', ',', '21', 'glioma', 'isolated', 'from', '19', 'patients', 'were', 'analyzed', 'with', 'the', 'polymerase', 'chain', 'reaction', 'or', 'an', 'RNase', 'protection', 'assay', 'or', 'both', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3053_aug0,"['Both', 'linkage', 'analysis', 'and', 'DNA', 'fingerprint', 'analysis', 'revealed', 'that', 'each', 'twin', 'has', 'two', 'different', 'X', 'chromosomes', ',', 'eliminating', 'the', 'possibility', 'of', 'PMD', 'as', 'a', 'mechanism', 'for', 'DMD', 'BMD', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'B-Disease', 'B-Disease', 'O']"
1699_aug0,"['hypotonic', 'is', 'due', 'to', 'lack', 'paternal', 'genetic', 'information', '15q11', '-', 'q13', '(', 'ref', '.', ')', '.']","['B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1699_aug1,"['WAGR', 'contiguous', 'gene', 'syndrome', 'is', 'due', 'to', 'lack', 'paternal', 'genetic', 'information', '15q11', '-', 'q13', '(', 'ref', '.', ')', '.']","['B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1699_aug2,"['Angelman', 'syndrome', 'is', 'due', 'to', 'lack', 'paternal', 'genetic', 'information', '15q11', '-', 'q13', '(', 'ref', '.', ')', '.']","['B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393_aug0,"['identify', 'additional', 'imprinted', 'genes', 'could', 'contribute', 'hypotonic', 'phenotype', 'understand', 'regional', 'control', 'imprinting', '15q11', '-', 'q13', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393_aug1,"['identify', 'additional', 'imprinted', 'genes', 'could', 'contribute', 'WAGR', 'contiguous', 'gene', 'syndrome', 'phenotype', 'understand', 'regional', 'control', 'imprinting', '15q11', '-', 'q13', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393_aug2,"['identify', 'additional', 'imprinted', 'genes', 'could', 'contribute', 'Angelman', 'syndrome', 'phenotype', 'understand', 'regional', 'control', 'imprinting', '15q11', '-', 'q13', ',']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
937_aug0,"['Using', 'phosphorus', 'magnetic', 'resonance', 'spectroscopy', 'demonstrated', 'maximum', 'rate', 'muscle', 'mitochondrial', 'ATP', 'production', '(', '12', 'VHL', 'disease', 'patients']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O']"
937_aug1,"['Using', 'phosphorus', 'magnetic', 'resonance', 'spectroscopy', 'demonstrated', 'maximum', 'rate', 'muscle', 'mitochondrial', 'ATP', 'production', '(', '12', 'hypotonic', 'patients']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
937_aug2,"['Using', 'phosphorus', 'magnetic', 'resonance', 'spectroscopy', 'demonstrated', 'maximum', 'rate', 'muscle', 'mitochondrial', 'ATP', 'production', '(', '12', 'DMD', 'patients']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O']"
200_aug0,"['Multicentric', 'origin', 'of', 'breast', '-', 'ovarian', 'cancer', 'gene', '(', 'HFE', ')', 'mutations', '.']","['O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O']"
4728_aug0,"['We', 'have', 'assembled', 'a', 'cosmid', 'contig', 'of', '360', 'kb', 'that', 'encompasses', 'the', 'retinoblastoma', 'gene', 'locus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O']"
4728_aug1,"['We', 'have', 'assembled', 'a', 'cosmid', 'contig', 'of', '360', 'kb', 'that', 'encompasses', 'the', 'Huntington', 'disease', 'gene', 'locus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O']"
4728_aug2,"['We', 'have', 'assembled', 'a', 'cosmid', 'contig', 'of', '360', 'kb', 'that', 'encompasses', 'the', 'choroideremia', 'gene', 'locus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O']"
272_aug0,"['results', 'demonstrate', 'that', 'pendrin', 'functions', 'as', 'a', 'transporter', 'of', 'chloride', 'and', 'iodide', ',', 'but', 'not', 'sulfate', ',', 'and', 'may', 'provide', 'insight', 'into', 'thyroid', 'physiology', 'and', 'the', 'pathophysiology', 'of', 'CHM', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
272_aug1,"['results', 'demonstrate', 'that', 'pendrin', 'functions', 'as', 'a', 'transporter', 'of', 'chloride', 'and', 'iodide', ',', 'but', 'not', 'sulfate', ',', 'and', 'may', 'provide', 'insight', 'into', 'thyroid', 'physiology', 'and', 'the', 'pathophysiology', 'of', 'hypobetalipoproteinemia', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
272_aug2,"['results', 'demonstrate', 'that', 'pendrin', 'functions', 'as', 'a', 'transporter', 'of', 'chloride', 'and', 'iodide', ',', 'but', 'not', 'sulfate', ',', 'and', 'may', 'provide', 'insight', 'into', 'thyroid', 'physiology', 'and', 'the', 'pathophysiology', 'of', 'atherogenesis', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
637_aug0,"['hypothesis', 'confirmed', 'Machado', '-', 'Joseph', 'disease', 'pedigrees', ',', 'represent', 'one', 'first', 'examples', 'gene', ',', 'mapped', 'linkage', 'analysis', ',', 'modifies']","['O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
637_aug1,"['hypothesis', 'confirmed', 'CL', '/', 'P', 'pedigrees', ',', 'represent', 'one', 'first', 'examples', 'gene', ',', 'mapped', 'linkage', 'analysis', ',', 'modifies']","['O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
637_aug2,"['hypothesis', 'confirmed', 'CP', 'pedigrees', ',', 'represent', 'one', 'first', 'examples', 'gene', ',', 'mapped', 'linkage', 'analysis', ',', 'modifies']","['O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4101_aug0,"['variants', 'reported', 'literature', ',', 'which', 'must', 'thus', 'far', 'be', 'regarded', 'as', 'sporadic', ',', 'are', 'found', 'to', 'map', 'in', 'parts', 'of', 'Italy', 'where', 'common', 'types', 'of', 'G6PD', 'deficient', 'are', 'also', 'prevalent', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O']"
4101_aug1,"['variants', 'reported', 'literature', ',', 'which', 'must', 'thus', 'far', 'be', 'regarded', 'as', 'sporadic', ',', 'are', 'found', 'to', 'map', 'in', 'parts', 'of', 'Italy', 'where', 'common', 'types', 'of', 'galactosemic', 'are', 'also', 'prevalent', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O']"
4101_aug2,"['variants', 'reported', 'literature', ',', 'which', 'must', 'thus', 'far', 'be', 'regarded', 'as', 'sporadic', ',', 'are', 'found', 'to', 'map', 'in', 'parts', 'of', 'Italy', 'where', 'common', 'types', 'of', 'riboflavin', 'deficiency', 'are', 'also', 'prevalent', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O']"
5352_aug0,"['The', 'S135L', 'mutation', 'was', 'not', 'found', 'in', '84', 'white', 'patients', 'with', 'G', '/', 'G', 'MEF', '-', 'amyloidosis', 'nor', 'in', '87', 'white', 'control', 'MEF', '-', 'amyloidosis', 'without', 'galactosemia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'B-Disease', 'O']"
4624_aug0,"['It', 'is', 'in', 'complete', 'linkage', 'disequilibrium', 'with', 'an', 'Alu', 'element', 'polymorphism', 'within', 'the', 'myotonic', 'dystrophy', 'kinase', 'gene', ',', 'suggesting', 'myotonic', 'dystrophy', 'DM', 'is', 'a', 'consequence', 'of', 'one', 'or', 'few', 'ancestral', 'mutations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4624_aug1,"['It', 'is', 'in', 'complete', 'linkage', 'disequilibrium', 'with', 'an', 'Alu', 'element', 'polymorphism', 'within', 'the', 'Myotonic', 'dystrophy', 'kinase', 'gene', ',', 'suggesting', 'Myotonic', 'dystrophy', 'DM', 'is', 'a', 'consequence', 'of', 'one', 'or', 'few', 'ancestral', 'mutations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4624_aug2,"['It', 'is', 'in', 'complete', 'linkage', 'disequilibrium', 'with', 'an', 'Alu', 'element', 'polymorphism', 'within', 'the', 'Wilson', 'disease', 'kinase', 'gene', ',', 'suggesting', 'Wilson', 'disease', 'DM', 'is', 'a', 'consequence', 'of', 'one', 'or', 'few', 'ancestral', 'mutations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3690_aug0,"['-', 'specific', 'restriction', 'fragment', 'length', 'polymorphisms', 'used', 'establish', 'DNA', 'haplotypes', 'three', '-', 'generation', 'BMD', 'families', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
3690_aug1,"['-', 'specific', 'restriction', 'fragment', 'length', 'polymorphisms', 'used', 'establish', 'DNA', 'haplotypes', 'three', '-', 'generation', 'adrenomyeloneuropathy', 'families', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'O']"
3690_aug2,"['-', 'specific', 'restriction', 'fragment', 'length', 'polymorphisms', 'used', 'establish', 'DNA', 'haplotypes', 'three', '-', 'generation', 'contiguous', 'gene', 'syndrome', 'families', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'O']"
1282_aug0,"['CONCLUSIONS', 'suggested', 'coexpression', 'hbeta', '(', ')', 'exposes', 'severe', 'functional', 'defect', 'results', 'greater', 'overlap', 'relationship', 'channel', 'deafness']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease']"
